CustomerID	AccountNumber	CustomerType	JSON_ARRAYAGG(
27649	AW00027649	I	[{"TotalDue": 3953.9884, "OrderDate": "2001-07-19 00:00:00.000000", "SalesOrderID": 43768}]
27650	AW00027650	I	[{"TotalDue": 26.2769, "OrderDate": "2004-03-24 00:00:00.000000", "SalesOrderID": 66787}]
27651	AW00027651	I	[{"TotalDue": 2700.1228, "OrderDate": "2004-05-22 00:00:00.000000", "SalesOrderID": 71138}, {"TotalDue": 3953.9884, "OrderDate": "2001-07-28 00:00:00.000000", "SalesOrderID": 43820}]
27652	AW00027652	I	[{"TotalDue": 83.3944, "OrderDate": "2004-02-06 00:00:00.000000", "SalesOrderID": 63641}]
27653	AW00027653	I	[{"TotalDue": 142.5119, "OrderDate": "2003-11-19 00:00:00.000000", "SalesOrderID": 58215}]
27654	AW00027654	I	[{"TotalDue": 23.7465, "OrderDate": "2003-09-29 00:00:00.000000", "SalesOrderID": 55149}]
27655	AW00027655	I	[{"TotalDue": 23.7465, "OrderDate": "2004-04-13 00:00:00.000000", "SalesOrderID": 68169}]
27656	AW00027656	I	[{"TotalDue": 77.339, "OrderDate": "2004-02-06 00:00:00.000000", "SalesOrderID": 63647}]
27657	AW00027657	I	[{"TotalDue": 93.8808, "OrderDate": "2004-05-31 00:00:00.000000", "SalesOrderID": 71714}]
27658	AW00027658	I	[{"TotalDue": 30.6859, "OrderDate": "2003-10-05 00:00:00.000000", "SalesOrderID": 55567}]
27659	AW00027659	I	[{"TotalDue": 83.4054, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51889}]
27660	AW00027660	I	[{"TotalDue": 23.7465, "OrderDate": "2004-06-26 00:00:00.000000", "SalesOrderID": 73814}]
27661	AW00027661	I	[{"TotalDue": 26.2769, "OrderDate": "2003-08-28 00:00:00.000000", "SalesOrderID": 53253}]
27662	AW00027662	I	[{"TotalDue": 3953.9884, "OrderDate": "2001-07-27 00:00:00.000000", "SalesOrderID": 43812}, {"TotalDue": 2673.0613, "OrderDate": "2004-05-05 00:00:00.000000", "SalesOrderID": 69932}]
27663	AW00027663	I	[{"TotalDue": 2728.3003, "OrderDate": "2004-05-19 00:00:00.000000", "SalesOrderID": 70925}, {"TotalDue": 3953.9884, "OrderDate": "2001-07-28 00:00:00.000000", "SalesOrderID": 43821}]
27664	AW00027664	I	[{"TotalDue": 66.8194, "OrderDate": "2003-10-17 00:00:00.000000", "SalesOrderID": 56237}]
27665	AW00027665	I	[{"TotalDue": 23.7465, "OrderDate": "2003-11-29 00:00:00.000000", "SalesOrderID": 58790}]
27666	AW00027666	I	[{"TotalDue": 3953.9884, "OrderDate": "2001-07-09 00:00:00.000000", "SalesOrderID": 43728}]
27667	AW00027667	I	[{"TotalDue": 3953.9884, "OrderDate": "2001-07-22 00:00:00.000000", "SalesOrderID": 43784}, {"TotalDue": 2673.0613, "OrderDate": "2004-05-31 00:00:00.000000", "SalesOrderID": 71763}]
27668	AW00027668	I	[{"TotalDue": 2683.2605, "OrderDate": "2004-05-14 00:00:00.000000", "SalesOrderID": 70585}, {"TotalDue": 3953.9884, "OrderDate": "2001-07-06 00:00:00.000000", "SalesOrderID": 43718}]
27669	AW00027669	I	[{"TotalDue": 3953.9884, "OrderDate": "2001-07-28 00:00:00.000000", "SalesOrderID": 43822}, {"TotalDue": 2673.0613, "OrderDate": "2004-05-09 00:00:00.000000", "SalesOrderID": 70235}]
27670	AW00027670	I	[{"TotalDue": 2649.8453, "OrderDate": "2004-05-06 00:00:00.000000", "SalesOrderID": 69998}, {"TotalDue": 3953.9884, "OrderDate": "2001-07-15 00:00:00.000000", "SalesOrderID": 43755}]
27671	AW00027671	I	[{"TotalDue": 3953.9884, "OrderDate": "2001-07-12 00:00:00.000000", "SalesOrderID": 43741}, {"TotalDue": 2673.0613, "OrderDate": "2004-05-16 00:00:00.000000", "SalesOrderID": 70735}]
27672	AW00027672	I	[{"TotalDue": 3953.9884, "OrderDate": "2002-02-25 00:00:00.000000", "SalesOrderID": 45491}]
27673	AW00027673	I	[{"TotalDue": 3953.9884, "OrderDate": "2001-07-31 00:00:00.000000", "SalesOrderID": 43839}]
27674	AW00027674	I	[{"TotalDue": 26.2769, "OrderDate": "2004-02-21 00:00:00.000000", "SalesOrderID": 64624}]
27675	AW00027675	I	[{"TotalDue": 30.6859, "OrderDate": "2003-12-16 00:00:00.000000", "SalesOrderID": 60131}]
27676	AW00027676	I	[{"TotalDue": 38.0894, "OrderDate": "2004-07-16 00:00:00.000000", "SalesOrderID": 74627}]
27677	AW00027677	I	[{"TotalDue": 93.3394, "OrderDate": "2004-01-23 00:00:00.000000", "SalesOrderID": 62590}]
27678	AW00027678	I	[{"TotalDue": 3953.9884, "OrderDate": "2001-08-20 00:00:00.000000", "SalesOrderID": 44008}]
27679	AW00027679	I	[{"TotalDue": 35.0617, "OrderDate": "2004-01-30 00:00:00.000000", "SalesOrderID": 63018}]
27680	AW00027680	I	[{"TotalDue": 39.4706, "OrderDate": "2003-10-09 00:00:00.000000", "SalesOrderID": 55830}]
27681	AW00027681	I	[{"TotalDue": 3953.9884, "OrderDate": "2001-08-18 00:00:00.000000", "SalesOrderID": 43994}]
27682	AW00027682	I	[{"TotalDue": 26.2769, "OrderDate": "2004-05-28 00:00:00.000000", "SalesOrderID": 71513}]
27683	AW00027683	I	[{"TotalDue": 43.0729, "OrderDate": "2004-03-04 00:00:00.000000", "SalesOrderID": 65513}]
27684	AW00027684	I	[{"TotalDue": 66.8194, "OrderDate": "2004-03-06 00:00:00.000000", "SalesOrderID": 65641}]
27685	AW00027685	I	[{"TotalDue": 82.8529, "OrderDate": "2004-06-15 00:00:00.000000", "SalesOrderID": 72960}]
27686	AW00027686	I	[{"TotalDue": 82.8529, "OrderDate": "2004-07-31 00:00:00.000000", "SalesOrderID": 75090}]
27687	AW00027687	I	[{"TotalDue": 1307.7344, "OrderDate": "2004-06-24 00:00:00.000000", "SalesOrderID": 73691}]
27688	AW00027688	I	[{"TotalDue": 183.7394, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51882}]
27689	AW00027689	I	[{"TotalDue": 596.689, "OrderDate": "2004-03-16 00:00:00.000000", "SalesOrderID": 66306}]
27690	AW00027690	I	[{"TotalDue": 635.3529, "OrderDate": "2004-03-21 00:00:00.000000", "SalesOrderID": 66620}]
27691	AW00027691	I	[{"TotalDue": 666.8565, "OrderDate": "2004-03-08 00:00:00.000000", "SalesOrderID": 65781}]
27692	AW00027692	I	[{"TotalDue": 666.8565, "OrderDate": "2004-03-04 00:00:00.000000", "SalesOrderID": 65548}]
27693	AW00027693	I	[{"TotalDue": 596.689, "OrderDate": "2004-03-13 00:00:00.000000", "SalesOrderID": 66135}]
27694	AW00027694	I	[{"TotalDue": 1308.8283, "OrderDate": "2004-06-20 00:00:00.000000", "SalesOrderID": 73389}]
27695	AW00027695	I	[{"TotalDue": 1238.1415, "OrderDate": "2004-06-02 00:00:00.000000", "SalesOrderID": 72050}]
27696	AW00027696	I	[{"TotalDue": 1307.7344, "OrderDate": "2004-06-09 00:00:00.000000", "SalesOrderID": 72557}]
27697	AW00027697	I	[{"TotalDue": 1238.1415, "OrderDate": "2004-06-09 00:00:00.000000", "SalesOrderID": 72558}]
27698	AW00027698	I	[{"TotalDue": 1303.8669, "OrderDate": "2004-06-10 00:00:00.000000", "SalesOrderID": 72622}]
27699	AW00027699	I	[{"TotalDue": 1276.8054, "OrderDate": "2004-06-21 00:00:00.000000", "SalesOrderID": 73476}]
27700	AW00027700	I	[{"TotalDue": 44.1779, "OrderDate": "2003-11-12 00:00:00.000000", "SalesOrderID": 57799}]
27701	AW00027701	I	[{"TotalDue": 1276.8054, "OrderDate": "2004-06-22 00:00:00.000000", "SalesOrderID": 73566}]
27702	AW00027702	I	[{"TotalDue": 1276.8054, "OrderDate": "2004-06-08 00:00:00.000000", "SalesOrderID": 72491}]
27703	AW00027703	I	[{"TotalDue": 5.514, "OrderDate": "2003-12-24 00:00:00.000000", "SalesOrderID": 60644}]
27704	AW00027704	I	[{"TotalDue": 46.7194, "OrderDate": "2003-09-10 00:00:00.000000", "SalesOrderID": 54107}]
27705	AW00027705	I	[{"TotalDue": 44.1779, "OrderDate": "2004-06-04 00:00:00.000000", "SalesOrderID": 72133}]
27706	AW00027706	I	[{"TotalDue": 612.1369, "OrderDate": "2004-03-11 00:00:00.000000", "SalesOrderID": 66007}]
27707	AW00027707	I	[{"TotalDue": 620.4354, "OrderDate": "2004-03-18 00:00:00.000000", "SalesOrderID": 66416}]
27708	AW00027708	I	[{"TotalDue": 71.2394, "OrderDate": "2004-03-03 00:00:00.000000", "SalesOrderID": 65459}]
27709	AW00027709	I	[{"TotalDue": 695.0119, "OrderDate": "2004-03-05 00:00:00.000000", "SalesOrderID": 65612}]
27710	AW00027710	I	[{"TotalDue": 622.9659, "OrderDate": "2004-04-12 00:00:00.000000", "SalesOrderID": 68136}]
27711	AW00027711	I	[{"TotalDue": 682.3044, "OrderDate": "2004-04-02 00:00:00.000000", "SalesOrderID": 67464}]
27712	AW00027712	I	[{"TotalDue": 1297.8004, "OrderDate": "2004-06-28 00:00:00.000000", "SalesOrderID": 74005}]
27713	AW00027713	I	[{"TotalDue": 1280.6508, "OrderDate": "2004-06-10 00:00:00.000000", "SalesOrderID": 72623}]
27714	AW00027714	I	[{"TotalDue": 1276.8054, "OrderDate": "2004-06-14 00:00:00.000000", "SalesOrderID": 72917}]
27715	AW00027715	I	[{"TotalDue": 1268.2859, "OrderDate": "2004-06-09 00:00:00.000000", "SalesOrderID": 72560}]
27716	AW00027716	I	[{"TotalDue": 8.0444, "OrderDate": "2003-12-31 00:00:00.000000", "SalesOrderID": 61105}]
27717	AW00027717	I	[{"TotalDue": 14.2987, "OrderDate": "2004-06-06 00:00:00.000000", "SalesOrderID": 72277}]
27718	AW00027718	I	[{"TotalDue": 65.1729, "OrderDate": "2003-12-13 00:00:00.000000", "SalesOrderID": 59915}]
27719	AW00027719	I	[{"TotalDue": 662.4144, "OrderDate": "2004-04-07 00:00:00.000000", "SalesOrderID": 67826}]
27720	AW00027720	I	[{"TotalDue": 44.1779, "OrderDate": "2003-09-03 00:00:00.000000", "SalesOrderID": 53726}]
27721	AW00027721	I	[{"TotalDue": 183.7394, "OrderDate": "2004-04-25 00:00:00.000000", "SalesOrderID": 68961}]
27722	AW00027722	I	[{"TotalDue": 623.4521, "OrderDate": "2004-04-10 00:00:00.000000", "SalesOrderID": 68014}]
27723	AW00027723	I	[{"TotalDue": 1276.8054, "OrderDate": "2004-06-22 00:00:00.000000", "SalesOrderID": 73565}]
27724	AW00027724	I	[{"TotalDue": 77.339, "OrderDate": "2004-03-29 00:00:00.000000", "SalesOrderID": 67103}]
27725	AW00027725	I	[{"TotalDue": 132.5779, "OrderDate": "2004-04-26 00:00:00.000000", "SalesOrderID": 69045}]
27726	AW00027726	I	[{"TotalDue": 3953.9884, "OrderDate": "2001-08-07 00:00:00.000000", "SalesOrderID": 43949}]
27727	AW00027727	I	[{"TotalDue": 6.9394, "OrderDate": "2003-09-23 00:00:00.000000", "SalesOrderID": 54830}]
27728	AW00027728	I	[{"TotalDue": 74.5765, "OrderDate": "2004-05-26 00:00:00.000000", "SalesOrderID": 71360}]
27729	AW00027729	I	[{"TotalDue": 14.3429, "OrderDate": "2003-08-15 00:00:00.000000", "SalesOrderID": 52587}]
27730	AW00027730	I	[{"TotalDue": 4.409, "OrderDate": "2003-11-07 00:00:00.000000", "SalesOrderID": 57545}]
27731	AW00027731	I	[{"TotalDue": 77.339, "OrderDate": "2004-06-14 00:00:00.000000", "SalesOrderID": 72877}]
27732	AW00027732	I	[{"TotalDue": 33.6804, "OrderDate": "2004-05-12 00:00:00.000000", "SalesOrderID": 70390}]
27733	AW00027733	I	[{"TotalDue": 173.8055, "OrderDate": "2004-06-14 00:00:00.000000", "SalesOrderID": 72858}]
27734	AW00027734	I	[{"TotalDue": 132.5779, "OrderDate": "2003-12-07 00:00:00.000000", "SalesOrderID": 59523}]
27735	AW00027735	I	[{"TotalDue": 93.8808, "OrderDate": "2004-07-27 00:00:00.000000", "SalesOrderID": 74979}]
27736	AW00027736	I	[{"TotalDue": 66.8194, "OrderDate": "2004-06-03 00:00:00.000000", "SalesOrderID": 72077}]
27737	AW00027737	I	[{"TotalDue": 26.2769, "OrderDate": "2003-11-23 00:00:00.000000", "SalesOrderID": 58427}]
27738	AW00027738	I	[{"TotalDue": 87.2729, "OrderDate": "2004-03-23 00:00:00.000000", "SalesOrderID": 66719}]
27739	AW00027739	I	[{"TotalDue": 77.339, "OrderDate": "2003-11-16 00:00:00.000000", "SalesOrderID": 58044}]
27740	AW00027740	I	[{"TotalDue": 28.1554, "OrderDate": "2003-09-18 00:00:00.000000", "SalesOrderID": 54539}]
27741	AW00027741	I	[{"TotalDue": 26.2769, "OrderDate": "2004-07-24 00:00:00.000000", "SalesOrderID": 74886}]
27742	AW00027742	I	[{"TotalDue": 23.7465, "OrderDate": "2004-05-06 00:00:00.000000", "SalesOrderID": 69960}]
27743	AW00027743	I	[{"TotalDue": 1276.8054, "OrderDate": "2004-06-11 00:00:00.000000", "SalesOrderID": 72705}]
27744	AW00027744	I	[{"TotalDue": 711.5648, "OrderDate": "2003-07-25 00:00:00.000000", "SalesOrderID": 51578}]
27745	AW00027745	I	[{"TotalDue": 682.3044, "OrderDate": "2003-07-10 00:00:00.000000", "SalesOrderID": 51327}]
27746	AW00027746	I	[{"TotalDue": 695.0119, "OrderDate": "2003-08-31 00:00:00.000000", "SalesOrderID": 53441}]
27747	AW00027747	I	[{"TotalDue": 93.8808, "OrderDate": "2004-06-03 00:00:00.000000", "SalesOrderID": 72078}]
27748	AW00027748	I	[{"TotalDue": 26.2769, "OrderDate": "2004-04-04 00:00:00.000000", "SalesOrderID": 67590}]
27749	AW00027749	I	[{"TotalDue": 23.7465, "OrderDate": "2004-02-15 00:00:00.000000", "SalesOrderID": 64193}]
27750	AW00027750	I	[{"TotalDue": 26.2769, "OrderDate": "2004-03-19 00:00:00.000000", "SalesOrderID": 66450}]
27751	AW00027751	I	[{"TotalDue": 83.4054, "OrderDate": "2003-11-30 00:00:00.000000", "SalesOrderID": 58853}]
27752	AW00027752	I	[{"TotalDue": 3953.9884, "OrderDate": "2002-02-19 00:00:00.000000", "SalesOrderID": 45457}]
27753	AW00027753	I	[{"TotalDue": 28.1554, "OrderDate": "2003-09-22 00:00:00.000000", "SalesOrderID": 54779}]
27754	AW00027754	I	[{"TotalDue": 26.2769, "OrderDate": "2004-02-23 00:00:00.000000", "SalesOrderID": 64742}]
27755	AW00027755	I	[{"TotalDue": 66.8194, "OrderDate": "2003-11-07 00:00:00.000000", "SalesOrderID": 57548}]
27756	AW00027756	I	[{"TotalDue": 77.339, "OrderDate": "2004-01-18 00:00:00.000000", "SalesOrderID": 62308}]
27757	AW00027757	I	[{"TotalDue": 146.9319, "OrderDate": "2003-09-26 00:00:00.000000", "SalesOrderID": 54997}]
27758	AW00027758	I	[{"TotalDue": 77.339, "OrderDate": "2003-09-26 00:00:00.000000", "SalesOrderID": 54996}]
27759	AW00027759	I	[{"TotalDue": 3953.9884, "OrderDate": "2001-08-20 00:00:00.000000", "SalesOrderID": 44009}]
27760	AW00027760	I	[{"TotalDue": 1292.2533, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59135}]
27761	AW00027761	I	[{"TotalDue": 1276.8054, "OrderDate": "2003-12-13 00:00:00.000000", "SalesOrderID": 59974}]
27762	AW00027762	I	[{"TotalDue": 635.3529, "OrderDate": "2004-05-09 00:00:00.000000", "SalesOrderID": 70245}]
27763	AW00027763	I	[{"TotalDue": 867.7786, "OrderDate": "2004-04-07 00:00:00.000000", "SalesOrderID": 67820}]
27764	AW00027764	I	[{"TotalDue": 857.8447, "OrderDate": "2004-04-16 00:00:00.000000", "SalesOrderID": 68382}]
27765	AW00027765	I	[{"TotalDue": 820.2968, "OrderDate": "2003-07-24 00:00:00.000000", "SalesOrderID": 51557}]
27766	AW00027766	I	[{"TotalDue": 914.1997, "OrderDate": "2003-07-07 00:00:00.000000", "SalesOrderID": 51278}]
27767	AW00027767	I	[{"TotalDue": 857.8447, "OrderDate": "2003-07-01 00:00:00.000000", "SalesOrderID": 51185}]
27768	AW00027768	I	[{"TotalDue": 820.2968, "OrderDate": "2004-04-19 00:00:00.000000", "SalesOrderID": 68602}]
27769	AW00027769	I	[{"TotalDue": 857.8447, "OrderDate": "2004-04-25 00:00:00.000000", "SalesOrderID": 68997}]
27770	AW00027770	I	[{"TotalDue": 830.2307, "OrderDate": "2003-08-26 00:00:00.000000", "SalesOrderID": 53171}]
27771	AW00027771	I	[{"TotalDue": 858.9607, "OrderDate": "2004-04-07 00:00:00.000000", "SalesOrderID": 67821}]
27772	AW00027772	I	[{"TotalDue": 136.4454, "OrderDate": "2003-09-08 00:00:00.000000", "SalesOrderID": 54016}]
27773	AW00027773	I	[{"TotalDue": 858.9607, "OrderDate": "2004-05-23 00:00:00.000000", "SalesOrderID": 71187}]
27774	AW00027774	I	[{"TotalDue": 852.3307, "OrderDate": "2003-08-24 00:00:00.000000", "SalesOrderID": 53057}]
27775	AW00027775	I	[{"TotalDue": 1238.1415, "OrderDate": "2003-12-26 00:00:00.000000", "SalesOrderID": 60827}]
27776	AW00027776	I	[{"TotalDue": 830.2307, "OrderDate": "2004-05-16 00:00:00.000000", "SalesOrderID": 70722}]
27777	AW00027777	I	[{"TotalDue": 860.3751, "OrderDate": "2003-08-24 00:00:00.000000", "SalesOrderID": 53058}]
27778	AW00027778	I	[{"TotalDue": 596.689, "OrderDate": "2004-02-02 00:00:00.000000", "SalesOrderID": 63420}]
27779	AW00027779	I	[{"TotalDue": 44.1779, "OrderDate": "2004-05-18 00:00:00.000000", "SalesOrderID": 70843}]
27780	AW00027780	I	[{"TotalDue": 858.9607, "OrderDate": "2004-05-17 00:00:00.000000", "SalesOrderID": 70799}]
27781	AW00027781	I	[{"TotalDue": 635.3529, "OrderDate": "2004-02-28 00:00:00.000000", "SalesOrderID": 65086}]
27782	AW00027782	I	[{"TotalDue": 53.0069, "OrderDate": "2003-08-29 00:00:00.000000", "SalesOrderID": 53320}]
27783	AW00027783	I	[{"TotalDue": 182.6344, "OrderDate": "2003-10-04 00:00:00.000000", "SalesOrderID": 55533}]
27784	AW00027784	I	[{"TotalDue": 830.2307, "OrderDate": "2004-05-23 00:00:00.000000", "SalesOrderID": 71188}]
27785	AW00027785	I	[{"TotalDue": 43.0729, "OrderDate": "2004-01-25 00:00:00.000000", "SalesOrderID": 62728}]
27786	AW00027786	I	[{"TotalDue": 635.3529, "OrderDate": "2004-03-08 00:00:00.000000", "SalesOrderID": 65799}]
27787	AW00027787	I	[{"TotalDue": 76.7533, "OrderDate": "2003-08-29 00:00:00.000000", "SalesOrderID": 53322}]
27788	AW00027788	I	[{"TotalDue": 6.9394, "OrderDate": "2003-09-12 00:00:00.000000", "SalesOrderID": 54228}]
27789	AW00027789	I	[{"TotalDue": 612.1369, "OrderDate": "2004-03-02 00:00:00.000000", "SalesOrderID": 65450}]
27790	AW00027790	I	[{"TotalDue": 622.0708, "OrderDate": "2004-03-08 00:00:00.000000", "SalesOrderID": 65797}]
27791	AW00027791	I	[{"TotalDue": 858.9607, "OrderDate": "2003-09-03 00:00:00.000000", "SalesOrderID": 53764}]
27792	AW00027792	I	[{"TotalDue": 830.2307, "OrderDate": "2003-09-11 00:00:00.000000", "SalesOrderID": 54175}]
27793	AW00027793	I	[{"TotalDue": 60.7529, "OrderDate": "2004-07-08 00:00:00.000000", "SalesOrderID": 74409}]
27794	AW00027794	I	[{"TotalDue": 28.1554, "OrderDate": "2003-09-04 00:00:00.000000", "SalesOrderID": 53812}]
27795	AW00027795	I	[{"TotalDue": 1297.8004, "OrderDate": "2004-01-04 00:00:00.000000", "SalesOrderID": 61480}]
27796	AW00027796	I	[{"TotalDue": 1253.5894, "OrderDate": "2004-02-04 00:00:00.000000", "SalesOrderID": 63545}]
27797	AW00027797	I	[{"TotalDue": 1238.1415, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59137}]
27798	AW00027798	I	[{"TotalDue": 1297.8004, "OrderDate": "2004-01-14 00:00:00.000000", "SalesOrderID": 62083}]
27799	AW00027799	I	[{"TotalDue": 1297.8004, "OrderDate": "2003-07-22 00:00:00.000000", "SalesOrderID": 51525}]
27800	AW00027800	I	[{"TotalDue": 1238.1415, "OrderDate": "2003-08-06 00:00:00.000000", "SalesOrderID": 52151}]
27801	AW00027801	I	[{"TotalDue": 858.9607, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53652}]
27802	AW00027802	I	[{"TotalDue": 620.4354, "OrderDate": "2004-03-20 00:00:00.000000", "SalesOrderID": 66563}]
27803	AW00027803	I	[{"TotalDue": 44.1779, "OrderDate": "2003-11-14 00:00:00.000000", "SalesOrderID": 57933}]
27804	AW00027804	I	[{"TotalDue": 59.6479, "OrderDate": "2004-03-28 00:00:00.000000", "SalesOrderID": 67052}]
27805	AW00027805	I	[{"TotalDue": 54.1119, "OrderDate": "2004-05-14 00:00:00.000000", "SalesOrderID": 70558}]
27806	AW00027806	I	[{"TotalDue": 4.409, "OrderDate": "2003-08-23 00:00:00.000000", "SalesOrderID": 52992}]
27807	AW00027807	I	[{"TotalDue": 5.514, "OrderDate": "2003-08-21 00:00:00.000000", "SalesOrderID": 52913}]
27808	AW00027808	I	[{"TotalDue": 957.2726, "OrderDate": "2004-05-16 00:00:00.000000", "SalesOrderID": 70723}]
27809	AW00027809	I	[{"TotalDue": 1286.7394, "OrderDate": "2004-01-19 00:00:00.000000", "SalesOrderID": 62392}]
27810	AW00027810	I	[{"TotalDue": 639.1983, "OrderDate": "2004-06-16 00:00:00.000000", "SalesOrderID": 73094}]
27811	AW00027811	I	[{"TotalDue": 1276.8054, "OrderDate": "2004-01-21 00:00:00.000000", "SalesOrderID": 62529}]
27812	AW00027812	I	[{"TotalDue": 44.1779, "OrderDate": "2004-02-19 00:00:00.000000", "SalesOrderID": 64495}]
27813	AW00027813	I	[{"TotalDue": 26.2769, "OrderDate": "2004-02-19 00:00:00.000000", "SalesOrderID": 64492}]
27814	AW00027814	I	[{"TotalDue": 201.9719, "OrderDate": "2003-09-17 00:00:00.000000", "SalesOrderID": 54507}]
27815	AW00027815	I	[{"TotalDue": 122.0583, "OrderDate": "2003-08-19 00:00:00.000000", "SalesOrderID": 52813}]
27816	AW00027816	I	[{"TotalDue": 54.1119, "OrderDate": "2003-11-25 00:00:00.000000", "SalesOrderID": 58566}]
27817	AW00027817	I	[{"TotalDue": 622.9659, "OrderDate": "2004-06-19 00:00:00.000000", "SalesOrderID": 73328}]
27818	AW00027818	I	[{"TotalDue": 671.7958, "OrderDate": "2004-06-29 00:00:00.000000", "SalesOrderID": 74088}]
27819	AW00027819	I	[{"TotalDue": 2673.0613, "OrderDate": "2003-07-18 00:00:00.000000", "SalesOrderID": 51464}]
27820	AW00027820	I	[{"TotalDue": 2673.0613, "OrderDate": "2003-07-02 00:00:00.000000", "SalesOrderID": 51201}]
27821	AW00027821	I	[{"TotalDue": 2682.9953, "OrderDate": "2003-08-16 00:00:00.000000", "SalesOrderID": 52668}]
27822	AW00027822	I	[{"TotalDue": 38.0894, "OrderDate": "2004-01-25 00:00:00.000000", "SalesOrderID": 62726}]
27823	AW00027823	I	[{"TotalDue": 1286.7394, "OrderDate": "2004-01-06 00:00:00.000000", "SalesOrderID": 61593}]
27824	AW00027824	I	[{"TotalDue": 868.8947, "OrderDate": "2004-05-04 00:00:00.000000", "SalesOrderID": 69842}]
27825	AW00027825	I	[{"TotalDue": 995.9918, "OrderDate": "2003-10-27 00:00:00.000000", "SalesOrderID": 56784}]
27826	AW00027826	I	[{"TotalDue": 26.2769, "OrderDate": "2003-10-23 00:00:00.000000", "SalesOrderID": 56573}]
27827	AW00027827	I	[{"TotalDue": 28.1554, "OrderDate": "2004-05-10 00:00:00.000000", "SalesOrderID": 70280}]
27828	AW00027828	I	[{"TotalDue": 30.6859, "OrderDate": "2003-09-24 00:00:00.000000", "SalesOrderID": 54911}]
27829	AW00027829	I	[{"TotalDue": 44.1779, "OrderDate": "2004-06-05 00:00:00.000000", "SalesOrderID": 72231}]
27830	AW00027830	I	[{"TotalDue": 66.8194, "OrderDate": "2004-05-11 00:00:00.000000", "SalesOrderID": 70345}]
27831	AW00027831	I	[{"TotalDue": 30.6859, "OrderDate": "2004-07-26 00:00:00.000000", "SalesOrderID": 74965}]
27832	AW00027832	I	[{"TotalDue": 23.7465, "OrderDate": "2004-02-12 00:00:00.000000", "SalesOrderID": 64033}]
27833	AW00027833	I	[{"TotalDue": 23.7465, "OrderDate": "2004-05-21 00:00:00.000000", "SalesOrderID": 71049}]
27834	AW00027834	I	[{"TotalDue": 15.4479, "OrderDate": "2004-01-10 00:00:00.000000", "SalesOrderID": 61827}]
27835	AW00027835	I	[{"TotalDue": 48.0233, "OrderDate": "2003-08-27 00:00:00.000000", "SalesOrderID": 53225}]
27836	AW00027836	I	[{"TotalDue": 5.514, "OrderDate": "2003-09-18 00:00:00.000000", "SalesOrderID": 54566}]
27837	AW00027837	I	[{"TotalDue": 66.8194, "OrderDate": "2003-08-19 00:00:00.000000", "SalesOrderID": 52814}]
27838	AW00027838	I	[{"TotalDue": 33.6804, "OrderDate": "2004-05-27 00:00:00.000000", "SalesOrderID": 71455}]
27839	AW00027839	I	[{"TotalDue": 2673.0613, "OrderDate": "2003-09-14 00:00:00.000000", "SalesOrderID": 54375}]
27840	AW00027840	I	[{"TotalDue": 54.1119, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59107}]
27841	AW00027841	I	[{"TotalDue": 66.8194, "OrderDate": "2003-09-20 00:00:00.000000", "SalesOrderID": 54690}]
27842	AW00027842	I	[{"TotalDue": 26.2769, "OrderDate": "2003-12-30 00:00:00.000000", "SalesOrderID": 61066}]
27843	AW00027843	I	[{"TotalDue": 30.6859, "OrderDate": "2004-01-10 00:00:00.000000", "SalesOrderID": 61826}]
27844	AW00027844	I	[{"TotalDue": 99.4169, "OrderDate": "2003-12-20 00:00:00.000000", "SalesOrderID": 60411}]
27845	AW00027845	I	[{"TotalDue": 830.2307, "OrderDate": "2004-05-05 00:00:00.000000", "SalesOrderID": 69919}]
27846	AW00027846	I	[{"TotalDue": 874.4086, "OrderDate": "2004-06-05 00:00:00.000000", "SalesOrderID": 72246}]
27847	AW00027847	I	[{"TotalDue": 26.2769, "OrderDate": "2003-12-20 00:00:00.000000", "SalesOrderID": 60408}]
27848	AW00027848	I	[{"TotalDue": 30.6859, "OrderDate": "2004-04-30 00:00:00.000000", "SalesOrderID": 69350}]
27849	AW00027849	I	[{"TotalDue": 44.1779, "OrderDate": "2004-05-10 00:00:00.000000", "SalesOrderID": 70282}]
27850	AW00027850	I	[{"TotalDue": 80.6208, "OrderDate": "2003-09-28 00:00:00.000000", "SalesOrderID": 55120}]
27851	AW00027851	I	[{"TotalDue": 44.1779, "OrderDate": "2003-10-10 00:00:00.000000", "SalesOrderID": 55903}]
27852	AW00027852	I	[{"TotalDue": 635.3529, "OrderDate": "2004-03-14 00:00:00.000000", "SalesOrderID": 66204}]
27853	AW00027853	I	[{"TotalDue": 20.9619, "OrderDate": "2004-03-25 00:00:00.000000", "SalesOrderID": 66856}]
27854	AW00027854	I	[{"TotalDue": 829.0815, "OrderDate": "2004-06-04 00:00:00.000000", "SalesOrderID": 72165}]
27855	AW00027855	I	[{"TotalDue": 26.2769, "OrderDate": "2004-05-05 00:00:00.000000", "SalesOrderID": 69904}]
